Tweet,Tweet_Clear,Tweet_Eng,TextBlobTür,TextBlobYoğunluk,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
"Resmi Python dokumantasyonunun Turkce cevirisi yayinlanmis 👏
Her ne kadar yazilim icin Ingilizce bilmek cok onemli(ve hatta gerekli) olsa da teknolojiyi ulkenin her tarafina yaymak adina mukemmel bir adim!

Elini tasin altina koyan herkese tesekkurler 🧠

https://t.co/t3b3h3vyoc",resmi python dokümantasyonunun türkçe çevirisi yayınlanmış her ne kadar yazılım için ingilizce bilmek çok önemli ve hatta gerekli olsa da teknolojiyi ülkenin her tarafına yaymak adına mükemmel bir adım elini taşın altına koyan herkese teşekkürler,resmi python dokümantasyonunun türkçe çevirisi yayınlanmış her ne kadar yazılım için ingilizce bilmek çok önemli ve hatta gerekli olsa da teknolojiyi ülkenin her tarafına yaymak adına mükemmel bir adım elini taşın altına koyan herkese teşekkürler,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Python kadar basiniza kod düşsün,python kadar başınıza kod düşsün,python kadar başınıza kod düşsün,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@akifkadioglu Güzel tespit ayrıca “benim 3 yaşındaki kız da python öğreniyor” söylemine maruz kalmamak için hangi programlama dilini kullanıyosun sorusuna asla python demem. O konuda java hala en havalısı kimse hobi olsun diye yazmıyor 😄,güzel tespit ayrıca benim yaşındaki kız da python öğreniyor söylemine maruz kalmamak için hangi programlama dilini kullanıyorsun sorusuna asla python demem o konuda java hala en havalısı kimse hobi olsun diye yazmıyor,güzel tespit ayrıca benim yaşındaki kız da python öğreniyor söylemine maruz kalmamak için hangi programlama dilini kullanıyorsun sorusuna asla python demem o konuda java hala en havalısı kimse hobi olsun diye yazmıyor,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@utkusen Keyworler ""C,C++, Python,API integration"" olarak değişirse win-win durumuna hazırım😊",keywörler cc python api integration olarak değişirse win win durumuna hazırım,keywörler cc python api integration olarak değişirse win win durumuna hazırım,Pozitif,%25 - %50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enerjiden falan anlamayız
Bütün grubun kaderi için kritik dönem Mayıs...

İş Bankası, enerjiye hızlı girdi 38 şirkete birden ortak oldu https://t.co/fRByNBTiCa",enerjiden falan anlamayız bütün grubun kaderi için kritik dönem mayıs iş bankası enerjiye hızlı girdi şirkete birden ortak oldu,enerjiden falan anlamayız bütün grubun kaderi için kritik dönem mayıs iş bankası enerjiye hızlı girdi şirkete birden ortak oldu,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makuş bir seviyede alım fırsatı doğmuyor ki arz fiyatlarının ne kadar doğru olduğu bile tartışılır
Zaten arzdan lot gelmiyor
Meraktan bile izahname okuyacak heves bırakmadılar
Her şeyin mi tadı kaçar bir ülkede",makus bir seviyede alım fırsatı döğmüyor ki arz fiyatlarının ne kadar doğru olduğu bile tartışılır zaten arzdan lot gelmiyor meraktan bile izahname okuyacak heves bırakmadılar her şeyin mi tadı kaçar bir ülkede,makus bir seviyede alım fırsatı döğmüyor ki arz fiyatlarının ne kadar doğru olduğu bile tartışılır zaten arzdan lot gelmiyor meraktan bile izahname okuyacak heves bırakmadılar her şeyin mi tadı kaçar bir ülkede,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-19 Ocak Linkedin Paylaşımlarım

https://t.co/HOjytvS98t

🔊 JavaScript Eğitimim / 24-27 Ocak
🔥 Hemen kayıt olun fiyat artışından etkilenmeyin

✍️ Kayıt ve Detaylar için:
🔗 https://t.co/XwMhPXDwgW

🏷️ #ZaferDemirkol #Ocak2023 #YapayZeka #Python #Eğitim #JavaScript",ocak linkedın paylaşımlarım javascript eğitimim ocak hemen kayıt olun fiyat artışından etkilenmeyin kayıt ve detaylar için,ocak linkedın paylaşımlarım javascript eğitimim ocak hemen kayıt olun fiyat artışından etkilenmeyin kayıt ve detaylar için,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Google:
Ünlüler hangi temettü hisseleriyle zengin oluyor
Çikolatalı temettü tarifi
Temettü şarkı sözleri
Temettü dinle
Temettü hangi bölgede
Temettü nikahı caiz mi
Temettüye zekat düşer mi
Katılım temettü hesabı
Temettü Polatlı Ankara arsa fiyatları
Kısmetse Olur Temettünün Gücü",google ünlüler hangi temettü hisseleriyle zengin oluyor çikolatalı temettü tarifi temettü şarkı sözleri temettü dinle temettü hangi bölgede temettü nikahı caiz mi temettüye zekat düşer mi katılım temettü hesabı temettü polatlı ankara arsa fiyatları kısmetse olur temettünün gücü,google ünlüler hangi temettü hisseleriyle zengin oluyor çikolatalı temettü tarifi temettü şarkı sözleri temettü dinle temettü hangi bölgede temettü nikahı caiz mi temettüye zekat düşer mi katılım temettü hesabı temettü polatlı ankara arsa fiyatları kısmetse olur temettünün gücü,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ne yazıyon deyzem bize, java mı yazıyon python mı yazıyon deyzem benim (2087 anadolu programı)",ne yazıyorsun teyzem bize java mı yazıyorsun python mı yazıyorsun teyzem benim anadolu programı,ne yazıyorsun teyzem bize java mı yazıyorsun python mı yazıyorsun teyzem benim anadolu programı,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JavaScript Eğitimim Haftaya Başlıyor

🔥 Hemen kayıt olun fiyat artışından etkilenmeyin

✍️ Kayıt ve Detaylar için:

🔗 https://t.co/XwMhPXDwgW

🏷️ #ZaferDemirkol #Ocak2023 #YapayZeka #Python #Eğitim #JavaScript https://t.co/wmj8ROPYBB",javascript eğitimim haftaya başlıyor hemen kayıt olun fiyat artışından etkilenmeyin kayıt ve detaylar için,javascript eğitimim haftaya başlıyor hemen kayıt olun fiyat artışından etkilenmeyin kayıt ve detaylar için,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JavaScript Eğitimim Haftaya Başlıyor

🔥 Hemen kayıt olun fiyat artışından etkilenmeyin

✍️ Kayıt ve Detaylar için:

🔗 https://t.co/XwMhPXDwgW

🏷️ #ZaferDemirkol #Ocak2023 #YapayZeka #Python #Eğitim #JavaScript",javascript eğitimim haftaya başlıyor hemen kayıt olun fiyat artışından etkilenmeyin kayıt ve detaylar için,javascript eğitimim haftaya başlıyor hemen kayıt olun fiyat artışından etkilenmeyin kayıt ve detaylar için,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E-Devlet'te bulunan bazı eğitimler:

- Yabancı dil eğitimleri

- Arama motoru optimizasyonu ( SEO )

- 3ds Max ile modelleme

- Python ile programlama

- SQL 

- Excel eğitimi https://t.co/b4aZZr3vQZ",e devlet te bulunan bazı eğitimler yabancı dil eğitimleri arama motoru optimizasyonu seo ds max ile modelleme python ile programlama sql excel eğitimi,e devlet te bulunan bazı eğitimler yabancı dil eğitimleri arama motoru optimizasyonu seo ds max ile modelleme python ile programlama sql excel eğitimi,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python öğrenmek isteyenlere ücretsiz full kurs https://t.co/qziWb4Txjg,python öğrenmek isteyenlere ücretsiz full kurs,python öğrenmek isteyenlere ücretsiz full kurs,Pozitif,%50 - %75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Demek ki temeller zayıfmış
Demek ki mücadele etmeden elde edilen şeylerin kıymeti olmuyormuş
1 asır dayanamadı
Yerle bir ettiler...",demek ki temeller zayıfmış demek ki mücadele etmeden elde edilen şeylerin kıymeti olmuyormuş aşır dayanamadı yerle bir ettiler,demek ki temeller zayıfmış demek ki mücadele etmeden elde edilen şeylerin kıymeti olmuyormuş aşır dayanamadı yerle bir ettiler,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 ay sonra 1 milyon yazılımcı salacağız piyasaya.. pahalı olan yazılımcıları regüle edeceğiz elhamdülillah.. 

Not: bahsi geçen sistemde izlenen eğitim temel seviye python o da 225.000 kişi :) peşi sıra gelen 12 eğitimin toplam izlenmesi 1 milyonu bulmuyor.. bul da uygula :)) https://t.co/Is84Zg9Tf8",ay sonra milyon yazılımcı salacık piyasaya pahalı olan yazılımcıları Yegül'e edecik elhamdülillah not bahsi geçen sistemde izlenen eğitim temel seviye python o da kişi peşi sıra gelen eğitimin toplam izlenmesi milyonu bulmuyor bul da uygula,ay sonra milyon yazılımcı salacık piyasaya pahalı olan yazılımcıları Yegül'e edecik elhamdülillah not bahsi geçen sistemde izlenen eğitim temel seviye python o da kişi peşi sıra gelen eğitimin toplam izlenmesi milyonu bulmuyor bul da uygula,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@tyfn04473859 bir strateji yazıp python ve binance olur,bir strateji yazıp python ve binince olur,bir strateji yazıp python ve binince olur,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tam bi ""yazılımdan anlamam ama konuya uzak olmiyim"" söylemidir Python, benim için ""Boğaziçi Tıp"" ile aynı segmenttedir.",tambi yazılımdan anlamam ama konuya uzak ol mıyım söylemidir python benim için boğaziçi tıp ile aynı segmenttedir,tambi yazılımdan anlamam ama konuya uzak ol mıyım söylemidir python benim için boğaziçi tıp ile aynı segmenttedir,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@JetSosyeteBC R kullanan adam boş adamdır, akademik çalışıyordur çünkü. Python ve SQL hariç gerek yok başka bir şey bilmeye datayı çek ve işle ikisi yetiyor. Uygulama cart curt direkt outsource et",r kullanan adam boş adamdır akademik çalışıyordur çünkü python ve sql hariç gerek yok başka bir şey bilmeye datayı çek ve işle ikisi yetiyor uygulama cart curt direkt outsource et,r kullanan adam boş adamdır akademik çalışıyordur çünkü python ve sql hariç gerek yok başka bir şey bilmeye datayı çek ve işle ikisi yetiyor uygulama cart curt direkt outsource et,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mmatthew_kaya Dışarıdan programcılık çalışan birisiyim az çok python ve kütüphanelerine hakim sayılırım önümüzdeki süreçte tecrübelendikçe katkım da artabilir. Çorba da tuz misali faydamız olabilir. İhtiyaç varsa beni de yaz üstat,dışarıdan programcılık çalışan biriyim az çok python ve kütüphanelerine hakim sayılırım önümüzdeki süreçte tecrübelendikçe katkım da artabilir çorba da tuz misali faydamız olabilir ihtiyaç varsa beni de yaz üstat,dışarıdan programcılık çalışan biriyim az çok python ve kütüphanelerine hakim sayılırım önümüzdeki süreçte tecrübelendikçe katkım da artabilir çorba da tuz misali faydamız olabilir ihtiyaç varsa beni de yaz üstat,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mguludag Python ı sıfırdan öğrensem kolay olurdu da hocam bildiğim syntaxı hatırlayamıyorum şu an Python’da öyle bi sıkıntı var 😅,python ı sıfırdan öğrensem kolay olurdu da hocam bildiğim syntaxi hatırlayamıyorum şu an python da öyle bir sıkıntı var,python ı sıfırdan öğrensem kolay olurdu da hocam bildiğim syntaxi hatırlayamıyorum şu an python da öyle bir sıkıntı var,Nötr,0 - 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
